"name","artist","start time","end time","playtime","deck","","song","bpm","key","year","genre"
"Made You Look (LP Version)","Nas","5:20:57 PM","5:23:17 PM","00:02:20","2","","Made You Look (LP Version)","95","Am","2002","Pop"
"Feels Good (Don't Worry About A Thing) (Quick Hit Clean)","Naughty By Nature ft 3LW","5:22:06 PM","5:22:41 PM","00:00:35","1","","Feels Good (Don't Worry About A Thing) (Quick Hit Clean)","95","Dm","2002","Hip Hop"
"Last Time That I Checc'd (DJ Bizzon Say It Bootleg) CLEAN","Nipsey Hussle","5:22:41 PM","5:24:10 PM","00:01:29","1","","Last Time That I Checc'd (DJ Bizzon Say It Bootleg) CLEAN","95","Dbm","",""
"Fall In Love (DJ Bizzon Starboy Bootleg) CLEAN","Phantogram","5:23:17 PM","5:24:43 PM","00:01:26","2","","Fall In Love (DJ Bizzon Starboy Bootleg) CLEAN","95","Am","",""
"Bad Boy Watcha Gon' Do Dre Day (Intro - Dirty)","Puff Daddy ft. The Notorious B.I.G. & Rick Ross","5:24:10 PM","5:25:35 PM","00:01:25","1","","Bad Boy Watcha Gon' Do Dre Day (Intro - Dirty)","95","Bm","",""
"Plug Walk (PO Intro Edit - Remix)","Rich The Kid f./Gucci Mane, YG & 2 Chainz","5:24:46 PM","5:26:50 PM","00:02:04","2","","Plug Walk (PO Intro Edit - Remix)","95","C#m","2018","Hip-Hop"
"2nd That Emotion (DJ A-L 1 Night Stand Party Mix)","Smokey","5:25:35 PM","5:25:59 PM","00:00:24","1","","2nd That Emotion (DJ A-L 1 Night Stand Party Mix)","95","D","2020",""
"Lay Low (Radio Edit)","Snoop Dogg (feat Nate Dogg)","5:25:59 PM","5:28:45 PM","00:02:46","1","","Lay Low (Radio Edit)","95","Em","","Other"
"I Got It Made (LNRP Mixshow Edit) (Clean)","Special Ed","5:26:50 PM","5:27:28 PM","00:00:38","2","","I Got It Made (LNRP Mixshow Edit) (Clean)","95","Fm","1989","Hip-Hop"
"Make Room (Nick Bike's Come Down Edit - QH Acap In Out)","Tha Alkaholiks","5:27:28 PM","5:29:24 PM","00:01:56","2","","Make Room (Nick Bike's Come Down Edit - QH Acap In Out)","95","Bm","","Other"
"Hey DJ (Intro Clean)","The World's Famous Supreme Team","5:28:45 PM","5:30:01 PM","00:01:16","1","","Hey DJ (Intro Clean)","95","F#m","1986","Hip Hop"
"Sittin' Home (Remix)","Total","5:29:24 PM","5:30:43 PM","00:01:19","2","","Sittin' Home (Remix)","95","Cm","","Urban Crossover"
"Dope (Intro - Dirty)","Tyga (feat Rick Ross)","5:30:01 PM","5:31:29 PM","00:01:28","1","","Dope (Intro - Dirty)","95","B","","Other"
"Pistol Grip Pump (Intro Dirty)","Volume 10","5:30:43 PM","5:32:06 PM","00:01:23","2","","Pistol Grip Pump (Intro Dirty)","95","Dm","","Hip Hop"
"Gangsta Nation (LNRP Mixshow Edit) (Clean)","Westside Connection","5:31:29 PM","5:32:46 PM","00:01:17","1","","Gangsta Nation (LNRP Mixshow Edit) (Clean)","95","Am","2003","Other"
"Young, Wild & Free (Intro - Dirty)","Wiz Khalifa ft Snoop Dogg & Bruno Mars","5:32:06 PM","5:33:39 PM","00:01:33","2","","Young, Wild & Free (Intro - Dirty)","95","Em","","Other"
"Toot It & Boot It (Intro - Dirty)","YG","5:32:46 PM","5:34:17 PM","00:01:31","1","","Toot It & Boot It (Intro - Dirty)","95","Ebm","","Other"
"Sending My Love (DBlaze Personal Edit)","Zhane","5:33:39 PM","5:35:27 PM","00:01:48","2","","Sending My Love (DBlaze Personal Edit)","95","Em","","Other"
"Only You (SE) (Phase Edit)","112","5:34:17 PM","5:36:27 PM","00:02:10","1","","Only You (SE) (Phase Edit)","96","Ebm","1996","R&B"
"Check the Rhime (CLEAN) (MM Edit)","A Tribe Called Quest","5:35:33 PM","5:38:55 PM","00:03:22","2","","Check the Rhime (CLEAN) (MM Edit)","96","A","1991","90s Hip Hop #BOOMBAP"
"E Pro","Beck","5:36:27 PM","5:39:39 PM","00:03:12","1","","E Pro","96","Em","","Genre"
"Kick The P.A. (MCB Mixshow Edit)","Korn","5:38:55 PM","5:41:10 PM","00:02:15","2","","Kick The P.A. (MCB Mixshow Edit)","100","Ebm","","Blues"
"Kick The P.A. (MCB Mixshow Edit)","Korn","5:39:39 PM","5:39:59 PM","00:00:20","1","","Kick The P.A. (MCB Mixshow Edit)","100","Ebm","","Blues"
"E Pro","Beck","5:39:59 PM","5:40:53 PM","00:00:54","1","","E Pro","96","Em","","Genre"
"Kick The P.A. (MCB Mixshow Edit)","Korn","5:41:00 PM","5:43:15 PM","00:02:15","1","","Kick The P.A. (MCB Mixshow Edit)","100","Ebm","","Blues"
"Super Bon Bon (LP Verison)","Soul Coughing","5:41:10 PM","5:44:33 PM","00:03:23","2","","Super Bon Bon (LP Verison)","99","G#m","","Other"
"99 Red Balloons (Culture Shock Remix)","Nena","5:43:15 PM","5:46:43 PM","00:03:28","1","","99 Red Balloons (Culture Shock Remix)","97","E","","Other"
"Hippychick (Mixshow Edit)","Soho","5:44:33 PM","5:48:08 PM","00:03:35","2","","Hippychick (Mixshow Edit)","98","F#m","1990","Other"
"Beatnuts - Watch Out Now LNRP Mixshow Edit (Clean)","Beatnuts","5:46:43 PM","5:47:35 PM","00:00:52","1","","Beatnuts - Watch Out Now LNRP Mixshow Edit (Clean)","100","Am","1999","Hip-Hop"
"Girls (Radio Edit)","Beenie Man","5:47:35 PM","8:37:37 PM","02:50:02","1","","Girls (Radio Edit)","100","Bm","","Other"
"Who Got Da Props (Mixfits Edit)","Black Moon","5:48:08 PM","8:39:22 PM","02:51:14","2","","Who Got Da Props (Mixfits Edit)","100","C#m","","Other"
"Who Got Da Props (Mixfits Edit)","Black Moon","8:37:37 PM","8:07:14 AM","11:29:37","1","","Who Got Da Props (Mixfits Edit)","100","C#m","","Other"
"Bang!","AJR","8:39:22 PM","8:39:27 PM","00:00:05","2","","Bang!","70","C#m","2020","Alternative"
"Bang!","AJR","8:39:27 PM","8:44:28 PM","00:05:01","2","","Bang!","70","C#m","2020","Alternative"
"Who Got Da Props (Mixfits Edit)","Black Moon","8:44:31 PM","8:07:26 AM","11:22:55","2","","Who Got Da Props (Mixfits Edit)","100","C#m","","Other"
"MADVILLAIN - ALL CAPS (MXTT HXLL EDIT)","MXTT HXLL","8:07:14 AM","3:33:46 PM","79:26:32","1","","MADVILLAIN - ALL CAPS (MXTT HXLL EDIT)","100","Bbm","2021",""
"MADVILLAIN - ALL CAPS (MXTT HXLL EDIT)","MXTT HXLL","8:07:26 AM","3:34:42 PM","79:27:16","2","","MADVILLAIN - ALL CAPS (MXTT HXLL EDIT)","100","Bbm","2021",""
"Commander For The Night (Extended Mix)","MOGUAI ","3:33:46 PM","3:38:50 PM","00:05:04","1","","Commander For The Night (Extended Mix)","123","Dm","2020","Dance"
"Fire for You (Tiesto Remix)","Cannons","3:34:42 PM","3:35:09 PM","00:00:27","2","","Fire for You (Tiesto Remix)","122","Bm","2021","Dance"
"Remember Me (David Penn Extended Mix)","Blue Boy","3:35:11 PM","3:37:01 PM","00:01:50","2","","Remember Me (David Penn Extended Mix)","122","G#m","2020","Dance"
"Do It To It (Extended Mix) (XMiX Edit)","Acraze feat. Cherish","3:37:01 PM","3:39:26 PM","00:02:25","2","","Do It To It (Extended Mix) (XMiX Edit)","125","Em","2021","Dance"
"Finally (DJ Bizzon Strive Bootleg) CLEAN","CeCe Peniston","3:38:50 PM","3:41:23 PM","00:02:33","1","","Finally (DJ Bizzon Strive Bootleg) CLEAN","125","Bm","",""
"Poison Lips","Vitalic","3:39:26 PM","3:42:06 PM","00:02:40","2","","Poison Lips","126","Bbm","2009","Dance"
"Work It (MNX Remix)","Missy Elliott","3:41:23 PM","3:53:53 PM","00:12:30","1","","Work It (MNX Remix)","124","Am","2021","Dance"
"Hustlin (BLUPRNT 2021 Remix) (Clean)","Rick Ross","3:42:06 PM","3:42:31 PM","00:00:25","2","","Hustlin (BLUPRNT 2021 Remix) (Clean)","124","Bbm","2021","Dance"
"Love Tonight (Alterboy Remix)","Shouse","3:42:31 PM","3:44:02 PM","00:01:31","2","","Love Tonight (Alterboy Remix)","125","Cm","2021","Dance"
"Hustlin (BLUPRNT 2021 Remix) (Clean)","Rick Ross","3:44:02 PM","3:47:31 PM","00:03:29","2","","Hustlin (BLUPRNT 2021 Remix) (Clean)","124","Bbm","2021","Dance"
"Poke It Out (MCB Mixshow Edit)","Wale (feat J Cole)","3:47:31 PM","3:47:57 PM","00:00:26","2","","Poke It Out (MCB Mixshow Edit)","99","G#m","2021","Other"
"Weekend vs. Holiday (PeteDown Club Mix) (XMiX Xpress Edit)","Mufasa & Hypeman x Dopamine vs. Madonna","3:47:57 PM","3:53:08 PM","00:05:11","2","","Weekend vs. Holiday (PeteDown Club Mix) (XMiX Xpress Edit)","120","Em","2021","Mash Up"
"Weekend vs. Holiday (PeteDown Club Mix) (XMiX Xpress Edit)","Mufasa & Hypeman x Dopamine vs. Madonna","3:53:08 PM","3:53:25 PM","00:00:17","2","","Weekend vs. Holiday (PeteDown Club Mix) (XMiX Xpress Edit)","120","Em","2021","Mash Up"
"Mmm Mmm (DJcity Intro - Clean)","Kali ft. Atl Jacob","3:53:25 PM","3:56:19 PM","00:02:54","2","","Mmm Mmm (DJcity Intro - Clean)","87","G#m","2021","Hip Hop"
"You","Nicole Bus","3:53:53 PM","3:56:33 PM","00:02:40","1","","You","88","F#m","2018","R&B/Soul"
"Weekend vs. Holiday (PeteDown Club Mix) (XMiX Xpress Edit)","Mufasa & Hypeman x Dopamine vs. Madonna","3:56:33 PM","4:02:56 PM","00:06:23","1","","Weekend vs. Holiday (PeteDown Club Mix) (XMiX Xpress Edit)","120","Em","2021","Mash Up"
"On My Mind (Extended Mix)","OVSKY","3:59:50 PM","4:05:47 PM","00:05:57","2","","On My Mind (Extended Mix)","120","F#","2021","Future House"
"Everybody Loves the Sunshine - Jay Bombay Remix","Roy Ayers","4:02:56 PM","4:08:05 PM","00:05:09","1","","Everybody Loves the Sunshine - Jay Bombay Remix","120","E","2020","House"
"Look Right Through (X-Mix)","Storm Queen","4:05:47 PM","4:09:56 PM","00:04:09","2","","Look Right Through (X-Mix)","120","Fm","","Other"
"Grand Puba - I Like It (THUGLI & ESP Remix)","THUGLI","4:08:37 PM","4:13:07 PM","00:04:30","1","","Grand Puba - I Like It (THUGLI & ESP Remix)","120","Abm","2020",""
"King - TCTS Remix","Years & Years","4:09:56 PM","4:16:11 PM","00:06:15","2","","King - TCTS Remix","120","D","",""
"I Got U (Promo Only Intro Edit)","Duke Dumont","4:13:35 PM","4:18:09 PM","00:04:34","1","","I Got U (Promo Only Intro Edit)","121","Am","2014","Dance"
"Damage (Joel Corry Remix MCB Edit)","H.E.R.","4:16:11 PM","4:21:33 PM","00:05:22","2","","Damage (Joel Corry Remix MCB Edit)","121","Ebm","2021","Other"
"Liquid Spirit (Claptone Remix)","Gregory Porter","4:18:09 PM","4:24:44 PM","00:06:35","1","","Liquid Spirit (Claptone Remix)","121","Em","2015","Dance"
"Good Thing (Angelyna Rose UK House Remix) (XMiX Edit)","LODATO & Bright Sparks","4:22:09 PM","4:27:41 PM","00:05:32","2","","Good Thing (Angelyna Rose UK House Remix) (XMiX Edit)","121","Cm","2021","Dance"
"I'm Talking To You (Original Mix)","Angelo Ferreri","4:24:44 PM","4:30:15 PM","00:05:31","1","","I'm Talking To You (Original Mix)","122","Bm","2018","House"
"Only U - HUNDRD PCT Remix","Ashanti","4:27:41 PM","4:33:35 PM","00:05:54","2","","Only U - HUNDRD PCT Remix","122","Dbm","2021","House"
"7/11 (RedTop Remix)","Beyonce","4:30:15 PM","4:35:50 PM","00:05:35","1","","7/11 (RedTop Remix)","122","Am","2014","Dance"
"THE GÜD LIFE","DJ Babu","4:33:35 PM","4:36:45 PM","00:03:10","2","","THE GÜD LIFE","122","Bm","2021",""
"Little L (Intro Clean)","Jamiroquai","4:35:50 PM","4:38:48 PM","00:02:58","1","","Little L (Intro Clean)","122","Ebm","1999","Pop"
"Like I Love You (Stan Brega & Nick Bike Remix) [Extended]","Justin Timberlake ft. Clipse","4:37:26 PM","4:40:24 PM","00:02:58","2","","Like I Love You (Stan Brega & Nick Bike Remix) [Extended]","122","F#m","","Other"
"I (Intro - Clean)","Kendrick Lamar","4:38:48 PM","4:42:00 PM","00:03:12","1","","I (Intro - Clean)","122","C","",""
"Neighborhood","Magic Flowers","4:40:24 PM","4:43:57 PM","00:03:33","2","","Neighborhood","122","Fm","2020",""
"17 (XMiX Edit)","MK","4:42:00 PM","4:47:30 PM","00:05:30","1","","17 (XMiX Edit)","122","Cm","2017","Dance"
"Circles (Lodato Bootleg MCB edit)","Post Malone","4:44:35 PM","4:50:09 PM","00:05:34","2","","Circles (Lodato Bootleg MCB edit)","122","Ebm","2020","Other"
"Pushin' On - Les Bisous Remix","Quantic Soul Orchestra","4:47:30 PM","4:52:53 PM","00:05:23","1","","Pushin' On - Les Bisous Remix","122","3m","2020","House"
"I Wanna Feel (MCB Edit)","Secondcity","4:50:09 PM","4:55:51 PM","00:05:42","2","","I Wanna Feel (MCB Edit)","122","Bbm","2014","Other"
"The Notorious B.I.G. - Hypnotize (PBH & Jack Shizzle Remix MCB Edit)","The Notorious B.I.G.","4:53:19 PM","4:57:37 PM","00:04:18","1","","The Notorious B.I.G. - Hypnotize (PBH & Jack Shizzle Remix MCB Edit)","122","G#m","1997","Other"
"Oh Chill (Skillz Dance Mix MCB Edit)","Wale (feat Jeremih)","4:55:51 PM","4:59:19 PM","00:03:28","2","","Oh Chill (Skillz Dance Mix MCB Edit)","122","Ebm","2019","Other"
"Soul Makossa (Money) (Short - Edit)","Yolanda Be Cool & DCUP","4:57:37 PM","5:01:08 PM","00:03:31","1","","Soul Makossa (Money) (Short - Edit)","122","Gm","",""
"On My Mind  - Purple Disco Machine Remix","Diplo & SIDEPIECE ","4:59:19 PM","8:21:38 PM","27:22:19","2","","On My Mind  - Purple Disco Machine Remix","123","Gm","2020","House"
"B'donk","G.U.R.U. & Blinkie","5:01:50 PM","8:19:58 PM","27:18:08","1","","B'donk","123","Gm","2017",""
"Dr Dre x Famous Dex x Wantigga - Xplosive Japan (MXTT HXLL Edit)","MXTT HXLL","8:19:58 PM","8:22:45 PM","00:02:47","1","","Dr Dre x Famous Dex x Wantigga - Xplosive Japan (MXTT HXLL Edit)","86","Cm","2020",""
"No More Parties (XMiX Remix) (No Hype Edit) (Clean)","Coi Leray feat. Lil Durk","8:21:38 PM","8:25:39 PM","00:04:01","2","","No More Parties (XMiX Remix) (No Hype Edit) (Clean)","87","Dbm","2021","Urban"
"Keep It Telepatia","Trayze","8:22:45 PM","8:27:24 PM","00:04:39","1","","Keep It Telepatia","89","Bm","2021",""
"Rhythms Of 77","Lord Echo And Jennifer Zea","8:25:39 PM","8:28:59 PM","00:03:20","2","","Rhythms Of 77","90","C","2012",""
"The Meters - Cissy Strut (DJP Edit)","djp","8:27:24 PM","8:30:17 PM","00:02:53","1","","The Meters - Cissy Strut (DJP Edit)","91","Am","2016",""
"Bug-A-Boo","Ed O.G. & Da Bulldogs","8:28:59 PM","8:31:59 PM","00:03:00","2","","Bug-A-Boo","92","Gm","1991","Hip-Hop/Rap"
"Mic Checka (Intro Clean)","Das EFX","8:30:36 PM","8:33:15 PM","00:02:39","1","","Mic Checka (Intro Clean)","92","Cm","1992","Hip Hop"
"How's it Goin Down (LNRP Mixshow Edit) (Clean)","DMX Feat Faith Evans","8:31:59 PM","8:34:45 PM","00:02:46","2","","How's it Goin Down (LNRP Mixshow Edit) (Clean)","92","F#m","1998","Rap"
"Let The Funk Flow (LP Version)","EPMD","8:33:15 PM","8:52:21 PM","00:19:06","1","","Let The Funk Flow (LP Version)","92","Bbm","","Other"
"Knock Yourself Out (Radio Edit)","Jadakiss","8:34:45 PM","8:53:02 PM","00:18:17","2","","Knock Yourself Out (Radio Edit)","92","Ebm","","Other"
"savage up","austin marc","8:52:21 PM","8:54:10 PM","00:01:49","1","","savage up","92","F#m","2020",""
"Woo Ha (Jay Dee Bounce Remix) (LNRP Mixshow Edit) (Clean)","Busta Rhymes","8:53:34 PM","8:56:21 PM","00:02:47","2","","Woo Ha (Jay Dee Bounce Remix) (LNRP Mixshow Edit) (Clean)","92","G#m","1996","Other"
"Rollin (Intro - Clean)","Calvin Harris ft. Future & Khalid","8:54:10 PM","8:54:28 PM","00:00:18","1","","Rollin (Intro - Clean)","92","Dbm","",""
"Up - Anthem Kingz Punany Riddim Edit (Dirty)","Cardi B","8:54:28 PM","8:55:00 PM","00:00:32","1","","Up - Anthem Kingz Punany Riddim Edit (Dirty)","92","Abm","2021","Reggae"
"Hits From The Bong (LNRP Mixshow Edit) (Dirty)","Cypress Hill","8:55:00 PM","8:57:30 PM","00:02:30","1","","Hits From The Bong (LNRP Mixshow Edit) (Dirty)","92","Fm","1993","Other"
"Fuck You (LNRP Mixshow Edit) (Dirty)","Dr Dre feat Devin the Dude and Snoop Dogg","8:56:24 PM","8:58:55 PM","00:02:31","2","","Fuck You (LNRP Mixshow Edit) (Dirty)","92","Am","1999","Other"
"Drake - 0 To 100 (The Catch Up) (Short Edit - Clean)","Drake","8:57:30 PM","8:59:28 PM","00:01:58","1","","Drake - 0 To 100 (The Catch Up) (Short Edit - Clean)","90","Em","",""
"Can't Deny It (Dirty) (SE) (Kutt Edit)","Fabolous (feat Nate Dogg)","8:58:55 PM","9:01:57 PM","00:03:02","2","","Can't Deny It (Dirty) (SE) (Kutt Edit)","90","Em","2001","Hip-Hop"
"Motiv8 (f r a n c h i s e. Dancehall Edit)","Franchise.","8:59:28 PM","9:00:01 PM","00:00:33","1","","Motiv8 (f r a n c h i s e. Dancehall Edit)","90","Abm","2019",""
"Somebody (Intro - Clean)","Internet Money ft. Lil Tecca & A Boogie Wit Da Hoodie","9:00:01 PM","9:01:00 PM","00:00:59","1","","Somebody (Intro - Clean)","90","4m","2019","Hip Hop"
"Gravity Glidin (Dirty)","Masked Wolf","9:01:00 PM","9:03:08 PM","00:02:08","1","","Gravity Glidin (Dirty)","90","Gm","2021","Hip Hop"
"Paper Planes (DJ Bizzon Ransom Bootleg) CLEAN","MIA","9:02:01 PM","9:04:09 PM","00:02:08","2","","Paper Planes (DJ Bizzon Ransom Bootleg) CLEAN","90","Dm","",""
"Like A Feather (MCB Mixshow Edit)","Nikka Costa","9:03:08 PM","9:07:55 PM","00:04:47","1","","Like A Feather (MCB Mixshow Edit)","90","C#m","","Other"
"Kick In The Door (LNRP Mixshow Edit) (Dirty)","Notorious B.I.G.","9:04:09 PM","9:08:42 PM","00:04:33","2","","Kick In The Door (LNRP Mixshow Edit) (Dirty)","90","Fm","1997","Other"
"6 Underground (ReDrum) (Snow Edit)","Sneaker Pimps","9:07:55 PM","9:09:26 PM","00:01:31","1","","6 Underground (ReDrum) (Snow Edit)","90","F#m","1996","Alternative"
"Can't Believe It (instrumental)","T-Pain (f/Lil Wayne)","9:08:42 PM","9:09:53 PM","00:01:11","2","","Can't Believe It (instrumental)","90","Ebm","2008","Urban Crossover"
"Can't Believe It (Main Version)","T-Pain (f/Lil Wayne)","9:09:26 PM","9:11:00 PM","00:01:34","1","","Can't Believe It (Main Version)","90","Ebm","2008","Urban Crossover"
"Tequila - DJ Primetyme Edit","The Champs","9:09:53 PM","9:11:35 PM","00:01:42","2","","Tequila - DJ Primetyme Edit","90","Fm","","Other"
"It's Funky Enough (Clean / Short Edit)","The D.O.C.","9:11:00 PM","9:12:32 PM","00:01:32","1","","It's Funky Enough (Clean / Short Edit)","90","Ebm","1989","80's Hip Hop"
"Wouldn't Get Far (LNRP Mixshow Edit) (Clean)","The Game Feat Kanye West","9:11:35 PM","9:13:33 PM","00:01:58","2","","Wouldn't Get Far (LNRP Mixshow Edit) (Clean)","90","F#m","2006","Other"
"Ya Mama (LNRP Mixshow Edit) (Clean)","The Pharcyde","9:12:32 PM","9:14:25 PM","00:01:53","1","","Ya Mama (LNRP Mixshow Edit) (Clean)","90","G#m","1992","Other"
"F'all Y'all (Radio Edit)","Timbaland & Magoo","9:13:33 PM","9:15:19 PM","00:01:46","2","","F'all Y'all (Radio Edit)","90","Bm","","Other"
