"name","artist","start time","end time","playtime","deck","","song","bpm","key","year","genre"
"Baby Love (XMiX Edit)","Regina","8:12:28 PM","8:44:47 AM","12:32:19","1","","Baby Love (XMiX Edit)","116","Am","2020","Party Classic"
"When I Think of You (Janet)","Kutcorners","8:15:37 PM","8:45:39 AM","12:30:02","2","","When I Think of You (Janet)","116","E","2019",""
"Holiday (SE) (Marty Mar Edit)","Madonna","8:44:47 AM","8:47:36 AM","00:02:49","1","","Holiday (SE) (Marty Mar Edit)","118","Bm","1983","80s"
"Don't You Want Me (SE) [VM Edit]","The Human League","8:45:39 AM","8:50:33 AM","00:04:54","2","","Don't You Want Me (SE) [VM Edit]","118","Am","1981","80s"
"Sexyback (MCB Edit)","Justin Timberlake","8:47:36 AM","8:52:47 AM","00:05:11","1","","Sexyback (MCB Edit)","117","G#m","","Other"
"Bust A Move (MCB Ultimix Short Edit)","Young MC","8:50:33 AM","8:55:33 AM","00:05:00","2","","Bust A Move (MCB Ultimix Short Edit)","118","Em","1989","Other"
"Bizarre Love Triangle (Pro Mix MCB Edit)","New Order","8:52:47 AM","8:58:39 AM","00:05:52","1","","Bizarre Love Triangle (Pro Mix MCB Edit)","119","Fm","1986","Other"
"Don't Stop Till You Get Enough (LNRP Mixshow Edit) (Clean)","Michael Jackson","8:56:41 AM","9:01:23 AM","00:04:42","2","","Don't Stop Till You Get Enough (LNRP Mixshow Edit) (Clean)","119","G#m","2013","Old School"
"Just Dance (Ultimix)","Lady Gaga (feat Kardinal Offishall)","8:58:50 AM","9:03:40 AM","00:04:50","1","","Just Dance (Ultimix)","119","C#m","","Other"
"Move Ya Body (Lady X Edit)","Nina Sky","9:01:54 AM","9:05:24 AM","00:03:30","2","","Move Ya Body (Lady X Edit)","121","F#m","","Dance  Hall"
"Raspberry Beret (SE) (Kutt Edit)","Prince","9:03:40 AM","9:07:12 AM","00:03:32","1","","Raspberry Beret (SE) (Kutt Edit)","120","Em","","80s"
"Groove Is In The Heart (Mastermix Edit)","Deee-Lite","9:06:24 AM","9:10:10 AM","00:03:46","2","","Groove Is In The Heart (Mastermix Edit)","121","G#m","","Other"
"One More Time (Phase Edit)","Daft Punk","9:07:12 AM","9:13:20 AM","00:06:08","1","","One More Time (Phase Edit)","123","Em","2001","00s"
"September (Throttle Remix)","Earth Wind & Fire","9:10:10 AM","9:17:31 AM","00:07:21","2","","September (Throttle Remix)","122","F#m","2015","Other"
"Poison - max9k & Borae Remix","Bell Biv DeVoe","9:13:20 AM","9:19:21 AM","00:06:01","1","","Poison - max9k & Borae Remix","122","4m","2020","House"
"The Way You Move (MCB Quick Edit)","Outkast","9:17:31 AM","9:20:39 AM","00:03:08","2","","The Way You Move (MCB Quick Edit)","126","Cm","2003","Other"
"Wild Thing (XMiX Short Cut)","Tone Loc","9:19:22 AM","9:23:03 AM","00:03:41","1","","Wild Thing (XMiX Short Cut)","126","Am","","Urban"
"My Boo (Ultimix Quick Edit 2)","Ghost Town DJs","9:21:08 AM","9:25:07 AM","00:03:59","2","","My Boo (Ultimix Quick Edit 2)","130","F#m","1996","Other"
"Get The Party Started (Pro Mix)","Pink","9:23:13 AM","9:26:26 AM","00:03:13","1","","Get The Party Started (Pro Mix)","129","Bm","","Other"
"Talking In Your Sleep (SE) (Kutt Edit)","The Romatics","9:25:22 AM","9:28:29 AM","00:03:07","2","","Talking In Your Sleep (SE) (Kutt Edit)","130","Dm","","80s"
"Love Shack (QH) (Punto G Edit)","The B-52s","9:26:26 AM","9:29:37 AM","00:03:11","1","","Love Shack (QH) (Punto G Edit)","133","Gm","1989","80s"
"Whoomp There It Is (SE) (Kutt Edit)","Tag Team","9:28:29 AM","9:31:30 AM","00:03:01","2","","Whoomp There It Is (SE) (Kutt Edit)","129","Em","","90s"
"Low (Intro - Clean)","Flo Rida (feat T-Pain)","9:29:37 AM","9:33:45 AM","00:04:08","1","","Low (Intro - Clean)","128","Ebm","","Other"
"Living On A Prayer (Culture Shock Remix)","Bon Jovi","9:31:30 AM","9:38:51 AM","00:07:21","2","","Living On A Prayer (Culture Shock Remix)","122","Em","","Other"
"Don't Stop Believin' (Full Tilt Remix)","Journey","9:33:45 AM","9:40:46 AM","00:07:01","1","","Don't Stop Believin' (Full Tilt Remix)","122","G#m","2006","Other"
"Push It (MCB X-Mix Short Edit)","Salt & Pepa","9:38:51 AM","9:43:20 AM","00:04:29","2","","Push It (MCB X-Mix Short Edit)","128","Am","1987","Other"
"Baby Got Back (MCB X-Mix Short Edit)","Sir Mix-A-Lot","9:42:26 AM","9:46:13 AM","00:03:47","1","","Baby Got Back (MCB X-Mix Short Edit)","129","Fm","1992","Other"
"Uptown Funk (MCB Ultimix Edit)","Mark Ronson (f/Bruno Mars)","9:43:23 AM","9:48:46 AM","00:05:23","2","","Uptown Funk (MCB Ultimix Edit)","128","Dm","2015","Other"
"I Like It (DJ Mon Booty Mix MCB Edit)","Cardi B (feat Bad Bunny & J Balvin)","9:46:55 AM","9:50:07 AM","00:03:12","1","","I Like It (DJ Mon Booty Mix MCB Edit)","130","Cm","2018","Other"
"We Found Love (Promo Only Quick Edit)","Rihanna (feat Calvin Harris)","9:48:46 AM","9:53:48 AM","00:05:02","2","","We Found Love (Promo Only Quick Edit)","128","Ebm","","Other"
"I Gotta Feeling (X-Mix Chartbusters)","Black Eyed Peas","9:50:09 AM","9:56:05 AM","00:05:56","1","","I Gotta Feeling (X-Mix Chartbusters)","128","Em","","Other"
"bad guy (XMiX Remix) (Xpress No Hype Edit)","Billie Eilish","9:53:52 AM","9:57:20 AM","00:03:28","2","","bad guy (XMiX Remix) (Xpress No Hype Edit)","128","Gm","2019","Urban"
"Don't Start Now (MCB X-Mix Urban Edit)","Dua Lipa","9:56:05 AM","9:58:50 AM","00:02:45","1","","Don't Start Now (MCB X-Mix Urban Edit)","128","Em","2020","Other"
"Circles (Lodato Bootleg MCB edit)","Post Malone","9:57:20 AM","10:01:09 AM","00:03:49","2","","Circles (Lodato Bootleg MCB edit)","122","Ebm","2020","Other"
"Save Your Tears (MCB X-Mix Urban Edit)","The Weeknd","9:58:57 AM","10:03:07 AM","00:04:10","1","","Save Your Tears (MCB X-Mix Urban Edit)","118","C","2021","Other"
"Cake By The Ocean (MCB Ultimix Edit)","DNCE","10:01:10 AM","10:04:18 AM","00:03:08","2","","Cake By The Ocean (MCB Ultimix Edit)","119","Am","2015","Other"
"Jungle Love (Mixshow Edit)","The Time","10:03:07 AM","10:06:24 AM","00:03:17","1","","Jungle Love (Mixshow Edit)","119","Ebm","","Other"
"Once In A Lifetime (Clean)","Talking Heads","10:04:18 AM","10:08:41 AM","00:04:23","2","","Once In A Lifetime (Clean)","117","D","1981","Nu Wave"
"Girls Just Wanna Have Fun (Culture Shock Remix)","Cyndi Lauper","10:06:24 AM","10:10:50 AM","00:04:26","1","","Girls Just Wanna Have Fun (Culture Shock Remix)","121","Ebm","","Other"
"Dreams (PeteDown Classic Mix)","Fleetwood Mac","10:08:41 AM","10:14:28 AM","00:05:47","2","","Dreams (PeteDown Classic Mix)","120","C","2020","Rock"
"Hey Nineteen (Intro Clean)","Steely Dan","10:12:00 AM","10:17:17 AM","00:05:17","1","","Hey Nineteen (Intro Clean)","120","F#m","","Pop"
"Low Down (X-Mix)","Boz Scaggs","10:14:28 AM","10:19:51 AM","00:05:23","2","","Low Down (X-Mix)","116","Em","","Other"
"He's The Greatest Dancer (Clean) (Short Edit)","Sister Sledge","10:18:25 AM","10:21:12 AM","00:02:47","1","","He's The Greatest Dancer (Clean) (Short Edit)","114","Gm","","Disco"
"I Can't Go For That (Nick Bike Remix)","Hall & Oates","10:19:55 AM","10:27:10 AM","00:07:15","2","","I Can't Go For That (Nick Bike Remix)","110","C","","Other"
"Upside Down (Greg J Edit)","Diana Ross","10:21:27 AM","10:27:10 AM","00:05:43","1","","Upside Down (Greg J Edit)","110","Bbm","1980","80s"
